transaction_id,date,leakage_type,amount_lost,region,product,detected_by,status,recovery_amount
TXN00545,2024-03-06,Contract Non-Compliance,31992.66,East,Trial Pack,Audit,Written Off,21092.83
TXN00546,2024-07-08,Billing Delay,308.81,West,Standard Pack,Audit,Written Off,286.66
TXN00547,2024-05-18,Billing Delay,3358.11,Central,Standard Pack,Customer Complaint,Written Off,0.0
TXN00548,2024-02-01,Unauthorized Discount,3988.68,West,Bulk Pack,System Flag,Written Off,0.0
TXN00549,2024-03-25,Duplicate Invoice,28856.7,East,Premium Pack,System Flag,Recovered,1986.38
TXN00550,2024-12-02,Billing Delay,5130.93,South,Economy Pack,Audit,In Progress,2506.3
TXN00551,2024-09-28,Unauthorized Discount,15746.07,Central,Premium Pack,System Flag,In Progress,4008.59
TXN00552,2024-11-11,Billing Delay,13997.04,West,Premium Pack,Manager Review,In Progress,4375.2
TXN00553,2024-05-03,Pricing Error,82020.2,East,Premium Pack,Customer Complaint,Written Off,68901.81
TXN00554,2024-11-01,Pricing Error,5263.47,West,Standard Pack,Audit,In Progress,3736.83
TXN00555,2024-07-25,Unauthorized Discount,269.33,Central,Economy Pack,System Flag,Recovered,172.56
TXN00556,2024-11-06,Contract Non-Compliance,25375.68,East,Premium Pack,System Flag,In Progress,0.0
TXN00557,2024-01-12,Contract Non-Compliance,7898.71,West,Premium Pack,System Flag,Written Off,3190.16
TXN00558,2024-10-05,Pricing Error,698.92,East,Bulk Pack,Manager Review,In Progress,554.92
TXN00559,2024-08-20,Contract Non-Compliance,2209.67,Central,Economy Pack,Customer Complaint,In Progress,123.99
TXN00560,2024-04-04,Pricing Error,9235.33,Central,Trial Pack,Manager Review,Recovered,4246.24
TXN00561,2024-08-26,Contract Non-Compliance,21557.12,North,Premium Pack,Audit,Written Off,0.0
TXN00562,2024-04-10,Billing Delay,3208.14,North,Trial Pack,Customer Complaint,Recovered,535.16
TXN00563,2024-08-06,Duplicate Invoice,7874.41,North,Premium Pack,Audit,Written Off,0.0
TXN00564,2024-05-16,Billing Delay,3266.39,Central,Economy Pack,System Flag,Written Off,0.0
TXN00565,2024-03-18,Return Abuse,6624.98,North,Bulk Pack,Audit,In Progress,5581.49
TXN00566,2024-12-22,Unauthorized Discount,14012.5,South,Premium Pack,Customer Complaint,In Progress,1311.54
TXN00567,2024-10-08,Missed Renewal,1249.79,West,Premium Pack,Manager Review,Written Off,1142.94
TXN00568,2024-11-26,Contract Non-Compliance,21261.46,West,Bulk Pack,Audit,Recovered,0.0
TXN00569,2024-03-17,Duplicate Invoice,26662.65,Central,Trial Pack,System Flag,Recovered,0.0
TXN00570,2024-04-15,Return Abuse,1275.38,East,Trial Pack,Audit,Written Off,0.0
TXN00571,2024-06-10,Billing Delay,24999.48,South,Premium Pack,Audit,Recovered,0.0
TXN00572,2024-04-30,Pricing Error,1967.47,North,Economy Pack,System Flag,Written Off,0.0
TXN00573,2024-05-30,Contract Non-Compliance,11093.78,East,Premium Pack,Customer Complaint,Recovered,820.17
TXN00574,2024-01-04,Pricing Error,4657.76,North,Standard Pack,Audit,In Progress,1140.63
TXN00575,2024-11-09,Missed Renewal,16206.7,North,Standard Pack,Customer Complaint,Recovered,13736.14
TXN00576,2024-08-07,Billing Delay,65152.19,West,Trial Pack,System Flag,Written Off,58607.34
TXN00577,2024-06-01,Billing Delay,32007.19,South,Trial Pack,Customer Complaint,In Progress,0.0
TXN00578,2024-06-22,Missed Renewal,22359.11,North,Economy Pack,System Flag,In Progress,11874.21
TXN00579,2024-11-28,Unauthorized Discount,10894.85,East,Trial Pack,Manager Review,Written Off,0.0
TXN00580,2024-08-21,Billing Delay,89039.59,South,Trial Pack,Manager Review,In Progress,0.0
TXN00581,2024-08-01,Unauthorized Discount,62739.38,South,Bulk Pack,Customer Complaint,Written Off,59669.26
TXN00582,2024-12-07,Unauthorized Discount,11443.94,South,Trial Pack,System Flag,In Progress,420.53
TXN00583,2024-07-18,Missed Renewal,15494.02,Central,Standard Pack,Audit,In Progress,4830.48
TXN00584,2024-02-01,Pricing Error,11740.34,South,Bulk Pack,Manager Review,In Progress,2129.56
TXN00585,2024-09-13,Pricing Error,4907.11,West,Standard Pack,Customer Complaint,In Progress,0.0
TXN00586,2024-06-23,Unauthorized Discount,4026.96,East,Bulk Pack,System Flag,In Progress,3308.37
TXN00587,2024-06-02,Billing Delay,1842.06,North,Bulk Pack,Manager Review,Recovered,1829.1
TXN00588,2024-04-14,Unauthorized Discount,35416.64,Central,Premium Pack,Audit,Recovered,7367.85
TXN00589,2024-02-12,Return Abuse,3703.49,West,Trial Pack,Audit,In Progress,196.18
TXN00590,2024-12-12,Billing Delay,22874.09,East,Trial Pack,System Flag,Recovered,8412.51
TXN00591,2024-07-05,Billing Delay,25202.4,North,Bulk Pack,Audit,Recovered,0.0
TXN00592,2024-12-18,Return Abuse,8991.74,West,Standard Pack,Audit,In Progress,24.74
TXN00593,2024-03-24,Unauthorized Discount,9461.95,South,Bulk Pack,Manager Review,Recovered,0.0
TXN00594,2024-08-06,Return Abuse,9391.1,East,Premium Pack,Customer Complaint,Written Off,7410.97
TXN00595,2024-09-29,Pricing Error,14068.01,South,Premium Pack,Manager Review,Written Off,0.0
TXN00596,2024-01-30,Unauthorized Discount,21435.3,Central,Premium Pack,Customer Complaint,Written Off,816.53
TXN00597,2024-12-30,Missed Renewal,25000.25,North,Bulk Pack,Manager Review,In Progress,0.0
TXN00598,2024-02-21,Pricing Error,52330.07,North,Premium Pack,Customer Complaint,In Progress,19925.59
TXN00599,2024-04-23,Return Abuse,45239.64,West,Trial Pack,Audit,Written Off,30652.81
TXN00600,2024-05-24,Unauthorized Discount,23293.24,South,Bulk Pack,Audit,Recovered,5194.07
TXN00601,2024-02-06,Missed Renewal,5437.06,North,Premium Pack,Customer Complaint,Recovered,1359.99
TXN00602,2024-04-05,Duplicate Invoice,3278.08,West,Bulk Pack,Customer Complaint,Recovered,1314.06
TXN00603,2024-10-26,Billing Delay,25631.18,Central,Premium Pack,Manager Review,In Progress,14074.8
TXN00604,2024-12-26,Missed Renewal,23031.66,East,Economy Pack,System Flag,In Progress,9986.99
TXN00605,2024-08-16,Billing Delay,252.78,North,Trial Pack,System Flag,In Progress,155.37
TXN00606,2024-05-25,Unauthorized Discount,1638.51,East,Bulk Pack,System Flag,Recovered,1061.83
TXN00607,2024-02-02,Pricing Error,745.69,Central,Premium Pack,Audit,In Progress,0.0
TXN00608,2024-12-20,Billing Delay,288.24,East,Bulk Pack,Audit,Recovered,0.0
TXN00609,2024-02-24,Billing Delay,25338.3,East,Standard Pack,System Flag,In Progress,20702.4
TXN00610,2024-01-05,Contract Non-Compliance,27111.12,South,Premium Pack,Manager Review,In Progress,1935.9
TXN00611,2024-09-14,Billing Delay,43432.91,West,Bulk Pack,Audit,Recovered,0.0
TXN00612,2024-01-26,Unauthorized Discount,34718.16,West,Economy Pack,Audit,Recovered,31578.34
TXN00613,2024-02-11,Billing Delay,8160.9,East,Trial Pack,System Flag,In Progress,0.0
TXN00614,2024-09-17,Duplicate Invoice,24561.92,North,Trial Pack,System Flag,Recovered,0.0
TXN00615,2024-02-23,Billing Delay,14674.24,South,Standard Pack,Audit,In Progress,0.0
TXN00616,2024-04-01,Pricing Error,9112.8,North,Bulk Pack,Manager Review,In Progress,0.0
TXN00617,2024-02-08,Return Abuse,9841.94,Central,Economy Pack,Customer Complaint,Written Off,723.46
TXN00618,2024-04-26,Pricing Error,660.6,East,Standard Pack,Customer Complaint,Written Off,0.0
TXN00619,2024-09-28,Pricing Error,3280.07,North,Trial Pack,System Flag,Written Off,0.0
TXN00620,2024-03-04,Missed Renewal,6256.48,East,Bulk Pack,Audit,Written Off,3279.7
TXN00621,2024-10-09,Unauthorized Discount,27063.06,Central,Trial Pack,System Flag,Written Off,0.0
TXN00622,2024-05-14,Pricing Error,4690.04,North,Trial Pack,Manager Review,Written Off,0.0
TXN00623,2024-12-16,Billing Delay,31332.91,East,Bulk Pack,System Flag,Written Off,0.0
TXN00624,2024-06-13,Duplicate Invoice,30700.5,East,Premium Pack,Manager Review,Recovered,0.0
TXN00625,2024-02-08,Contract Non-Compliance,12862.14,West,Economy Pack,Audit,Recovered,12349.03
TXN00626,2024-07-27,Contract Non-Compliance,4901.09,Central,Bulk Pack,Customer Complaint,Recovered,2933.37
TXN00627,2024-10-22,Billing Delay,14810.12,Central,Bulk Pack,System Flag,Recovered,0.0
TXN00628,2024-05-15,Pricing Error,55441.06,East,Standard Pack,Audit,Written Off,0.0
TXN00629,2024-10-06,Duplicate Invoice,5999.25,North,Bulk Pack,Customer Complaint,In Progress,0.0
TXN00630,2024-04-02,Billing Delay,3244.05,West,Economy Pack,Manager Review,Written Off,0.0
TXN00631,2024-02-24,Return Abuse,888.72,West,Trial Pack,Manager Review,Written Off,566.89
TXN00632,2024-05-09,Contract Non-Compliance,1024.91,East,Bulk Pack,Customer Complaint,In Progress,0.0
TXN00633,2024-05-12,Duplicate Invoice,235.66,North,Bulk Pack,Audit,Recovered,17.36
TXN00634,2024-12-05,Return Abuse,4964.81,North,Standard Pack,Manager Review,Recovered,2041.31
TXN00635,2024-01-28,Return Abuse,6199.99,East,Trial Pack,Manager Review,Recovered,1315.5
TXN00636,2024-07-11,Unauthorized Discount,5990.2,South,Bulk Pack,Customer Complaint,Recovered,5052.77
TXN00637,2024-05-13,Duplicate Invoice,3074.11,East,Premium Pack,Audit,In Progress,0.0
TXN00638,2024-10-26,Pricing Error,10328.55,Central,Bulk Pack,Audit,In Progress,0.0
TXN00639,2024-08-15,Billing Delay,252.71,North,Premium Pack,System Flag,In Progress,0.0
TXN00640,2024-09-27,Billing Delay,2198.88,West,Standard Pack,Audit,Written Off,713.91
TXN00641,2024-05-25,Return Abuse,3165.91,West,Trial Pack,System Flag,Written Off,0.0
TXN00642,2024-03-18,Pricing Error,18249.84,North,Bulk Pack,Manager Review,In Progress,5606.5
TXN00643,2024-04-30,Unauthorized Discount,5487.53,West,Economy Pack,Audit,Recovered,0.0
TXN00644,2024-08-06,Return Abuse,4801.06,Central,Bulk Pack,Manager Review,Recovered,3567.13
TXN00645,2024-11-30,Pricing Error,12441.84,East,Standard Pack,Audit,In Progress,0.0
TXN00646,2024-08-17,Unauthorized Discount,9408.98,East,Premium Pack,Manager Review,Written Off,0.0
TXN00647,2024-05-02,Pricing Error,7870.91,West,Standard Pack,System Flag,Recovered,5556.88
TXN00648,2024-02-10,Unauthorized Discount,48290.05,West,Standard Pack,Customer Complaint,In Progress,27544.26
TXN00649,2024-06-17,Billing Delay,13531.11,Central,Premium Pack,Audit,Recovered,0.0
TXN00650,2024-10-30,Pricing Error,20227.15,South,Standard Pack,Customer Complaint,In Progress,14673.09
TXN00651,2024-01-02,Unauthorized Discount,7632.95,North,Economy Pack,Audit,Written Off,2979.86
TXN00652,2024-01-22,Pricing Error,3071.2,West,Economy Pack,Audit,In Progress,0.0
TXN00653,2024-08-20,Unauthorized Discount,1453.55,Central,Bulk Pack,Customer Complaint,Recovered,398.57
TXN00654,2024-05-04,Contract Non-Compliance,14868.57,East,Bulk Pack,Audit,In Progress,7507.96
TXN00655,2024-03-17,Pricing Error,18075.7,East,Trial Pack,Audit,In Progress,9914.28
TXN00656,2024-08-12,Contract Non-Compliance,35538.43,East,Economy Pack,Audit,Recovered,0.0
TXN00657,2024-08-27,Pricing Error,14155.65,South,Premium Pack,Customer Complaint,Recovered,10991.94
TXN00658,2024-03-23,Pricing Error,5613.61,Central,Economy Pack,Audit,Recovered,0.0
TXN00659,2024-07-26,Contract Non-Compliance,5772.31,East,Trial Pack,System Flag,Recovered,4125.99
TXN00660,2024-01-24,Return Abuse,710.72,West,Trial Pack,Customer Complaint,Recovered,0.0
TXN00661,2024-04-19,Billing Delay,682.41,East,Standard Pack,System Flag,In Progress,622.85
TXN00662,2024-10-22,Return Abuse,21836.29,North,Bulk Pack,Manager Review,Recovered,0.0
TXN00663,2024-02-22,Contract Non-Compliance,9287.62,Central,Premium Pack,Manager Review,Written Off,7577.2
TXN00664,2024-05-30,Billing Delay,3131.48,Central,Trial Pack,Audit,In Progress,0.0
TXN00665,2024-11-12,Pricing Error,833.32,Central,Bulk Pack,System Flag,In Progress,159.19
TXN00666,2024-08-12,Billing Delay,26534.65,South,Standard Pack,Customer Complaint,In Progress,22247.83
TXN00667,2024-01-13,Billing Delay,13822.99,Central,Trial Pack,System Flag,Recovered,2063.79
TXN00668,2024-09-11,Missed Renewal,281.8,South,Bulk Pack,Audit,In Progress,145.86
TXN00669,2024-05-27,Return Abuse,16834.11,North,Premium Pack,Manager Review,In Progress,0.0
TXN00670,2024-02-26,Unauthorized Discount,37019.56,West,Standard Pack,Manager Review,Recovered,23954.25
TXN00671,2024-06-14,Pricing Error,12496.23,Central,Standard Pack,Manager Review,In Progress,4853.35
TXN00672,2024-01-22,Pricing Error,8404.05,North,Economy Pack,Manager Review,Written Off,0.0
TXN00673,2024-10-18,Pricing Error,15227.31,West,Trial Pack,Customer Complaint,Recovered,0.0
TXN00674,2024-02-28,Contract Non-Compliance,5164.35,West,Trial Pack,System Flag,Recovered,4426.46
TXN00675,2024-01-24,Contract Non-Compliance,24353.01,Central,Premium Pack,Manager Review,Written Off,17698.53
TXN00676,2024-12-26,Billing Delay,2394.34,Central,Premium Pack,Audit,In Progress,0.0
TXN00677,2024-03-01,Return Abuse,5335.91,North,Bulk Pack,Audit,Written Off,0.0
TXN00678,2024-03-06,Unauthorized Discount,5907.15,East,Bulk Pack,Customer Complaint,Recovered,0.0
TXN00679,2024-09-06,Contract Non-Compliance,1072.99,Central,Economy Pack,System Flag,Recovered,556.19
TXN00680,2024-11-30,Unauthorized Discount,7514.25,North,Bulk Pack,Audit,Recovered,1437.77
TXN00681,2024-07-13,Billing Delay,16297.31,Central,Standard Pack,System Flag,In Progress,11738.06
TXN00682,2024-12-27,Duplicate Invoice,275.73,South,Bulk Pack,Audit,In Progress,200.97
TXN00683,2024-12-25,Billing Delay,50228.19,East,Bulk Pack,System Flag,Recovered,25453.53
TXN00684,2024-03-28,Unauthorized Discount,8943.31,Central,Premium Pack,Manager Review,Written Off,0.0
TXN00685,2024-02-05,Unauthorized Discount,12751.36,South,Economy Pack,Manager Review,Recovered,9381.39
TXN00686,2024-08-09,Billing Delay,17723.87,South,Trial Pack,Audit,Written Off,0.0
TXN00687,2024-10-13,Pricing Error,27355.76,South,Premium Pack,Manager Review,Recovered,3081.15
TXN00688,2024-05-02,Unauthorized Discount,918.61,West,Premium Pack,Audit,Written Off,156.99
TXN00689,2024-04-28,Pricing Error,2273.1,Central,Trial Pack,Audit,Written Off,0.0
TXN00690,2024-06-30,Pricing Error,1753.44,South,Standard Pack,Manager Review,In Progress,140.25
TXN00691,2024-12-02,Return Abuse,7524.95,South,Trial Pack,Manager Review,In Progress,0.0
TXN00692,2024-10-19,Duplicate Invoice,11786.99,West,Premium Pack,Manager Review,In Progress,0.0
TXN00693,2024-02-04,Contract Non-Compliance,25680.33,North,Economy Pack,Customer Complaint,Written Off,20550.7
TXN00694,2024-02-27,Return Abuse,4607.05,South,Standard Pack,Audit,Recovered,3829.18
TXN00695,2024-09-09,Duplicate Invoice,7196.71,North,Economy Pack,System Flag,In Progress,1260.85
TXN00696,2024-10-05,Unauthorized Discount,9648.88,South,Economy Pack,Audit,Written Off,1680.85
TXN00697,2024-10-21,Unauthorized Discount,20102.86,North,Premium Pack,Customer Complaint,Written Off,15471.29
TXN00698,2024-04-07,Contract Non-Compliance,2145.18,West,Standard Pack,Audit,Written Off,0.0
TXN00699,2024-09-18,Pricing Error,13873.54,South,Premium Pack,System Flag,In Progress,0.0
TXN00700,2024-09-15,Duplicate Invoice,59179.19,South,Standard Pack,Manager Review,In Progress,45705.25
TXN00701,2024-12-22,Pricing Error,27265.35,West,Premium Pack,Manager Review,In Progress,22210.54
TXN00702,2024-10-03,Duplicate Invoice,1377.81,West,Economy Pack,Manager Review,Written Off,1092.62
TXN00703,2024-07-13,Contract Non-Compliance,2483.28,West,Trial Pack,Audit,Recovered,1652.35
TXN00704,2024-01-25,Billing Delay,102.65,East,Trial Pack,System Flag,In Progress,83.18
TXN00705,2024-10-01,Unauthorized Discount,1037.8,East,Standard Pack,Customer Complaint,Recovered,0.0
TXN00706,2024-11-07,Missed Renewal,13643.12,Central,Trial Pack,System Flag,Recovered,0.0
TXN00707,2024-04-10,Pricing Error,44283.21,South,Bulk Pack,Customer Complaint,In Progress,3648.11
TXN00708,2024-01-14,Duplicate Invoice,16523.97,East,Premium Pack,Manager Review,Written Off,0.0
TXN00709,2024-03-31,Unauthorized Discount,2625.35,North,Premium Pack,Customer Complaint,Written Off,154.62
TXN00710,2024-08-09,Unauthorized Discount,6696.42,West,Bulk Pack,Audit,Written Off,4048.82
TXN00711,2024-02-05,Pricing Error,4655.19,West,Premium Pack,Audit,Recovered,3876.45
TXN00712,2024-10-06,Pricing Error,15307.18,Central,Premium Pack,Customer Complaint,Written Off,0.0
TXN00713,2024-07-16,Return Abuse,6320.27,Central,Bulk Pack,Customer Complaint,Written Off,1638.16
TXN00714,2024-08-09,Duplicate Invoice,830.9,Central,Bulk Pack,Audit,Written Off,757.81
TXN00715,2024-07-10,Duplicate Invoice,5506.4,West,Standard Pack,Manager Review,Recovered,4763.03
TXN00716,2024-01-05,Contract Non-Compliance,55031.57,Central,Trial Pack,Audit,Recovered,9983.06
TXN00717,2024-12-08,Unauthorized Discount,2889.72,Central,Premium Pack,Audit,Written Off,1155.82
TXN00718,2024-01-04,Billing Delay,697.87,West,Premium Pack,System Flag,Recovered,690.44
TXN00719,2024-09-28,Contract Non-Compliance,6038.65,North,Standard Pack,Customer Complaint,Recovered,1387.81
TXN00720,2024-09-01,Unauthorized Discount,12047.0,West,Premium Pack,Customer Complaint,In Progress,0.0
TXN00721,2024-09-14,Pricing Error,4529.28,North,Economy Pack,Audit,Recovered,0.0
TXN00722,2024-12-03,Pricing Error,3333.14,Central,Trial Pack,Manager Review,Written Off,797.29
TXN00723,2024-05-17,Return Abuse,671.57,South,Premium Pack,Customer Complaint,Recovered,338.51
TXN00724,2024-11-19,Contract Non-Compliance,6617.89,West,Trial Pack,Audit,In Progress,4683.88
TXN00725,2024-04-14,Contract Non-Compliance,3021.22,Central,Standard Pack,Customer Complaint,Recovered,0.0
TXN00726,2024-07-21,Unauthorized Discount,36291.12,South,Premium Pack,Manager Review,Written Off,31590.63
TXN00727,2024-01-30,Return Abuse,35111.93,South,Trial Pack,Audit,Recovered,1110.79
TXN00728,2024-11-14,Return Abuse,21485.25,North,Trial Pack,System Flag,Written Off,0.0
TXN00729,2024-08-14,Pricing Error,3726.64,West,Economy Pack,System Flag,Recovered,0.0
TXN00730,2024-07-30,Unauthorized Discount,10785.76,West,Standard Pack,Audit,In Progress,5137.31
TXN00731,2024-11-15,Unauthorized Discount,986.51,East,Premium Pack,Customer Complaint,In Progress,0.0
TXN00732,2024-04-09,Billing Delay,31314.24,South,Economy Pack,Manager Review,Written Off,0.0
TXN00733,2024-04-23,Unauthorized Discount,7408.16,Central,Bulk Pack,Customer Complaint,In Progress,3088.24
TXN00734,2024-09-07,Return Abuse,28905.48,Central,Bulk Pack,System Flag,Recovered,19303.33
TXN00735,2024-10-09,Billing Delay,5421.77,East,Economy Pack,Customer Complaint,Recovered,4858.35
TXN00736,2024-08-24,Pricing Error,3793.24,South,Trial Pack,Customer Complaint,Recovered,3429.89
TXN00737,2024-09-13,Pricing Error,13637.25,Central,Economy Pack,Audit,Written Off,6388.17
TXN00738,2024-11-04,Billing Delay,23436.04,East,Bulk Pack,Manager Review,Written Off,3487.33
TXN00739,2024-10-25,Pricing Error,8599.86,Central,Trial Pack,Manager Review,Recovered,6022.35
TXN00740,2024-10-02,Return Abuse,2187.77,North,Trial Pack,Audit,In Progress,2090.29
TXN00741,2024-09-11,Unauthorized Discount,17836.78,North,Economy Pack,Customer Complaint,Written Off,5705.15
TXN00742,2024-12-06,Contract Non-Compliance,4185.44,North,Economy Pack,Audit,In Progress,1634.0
TXN00743,2024-02-18,Return Abuse,11943.09,Central,Premium Pack,Audit,Recovered,11418.13
TXN00744,2024-04-15,Pricing Error,2967.89,North,Economy Pack,Audit,In Progress,633.26
TXN00745,2024-07-25,Duplicate Invoice,6104.62,Central,Bulk Pack,Audit,Recovered,0.0
TXN00746,2024-01-13,Unauthorized Discount,4823.89,North,Bulk Pack,System Flag,In Progress,1784.23
TXN00747,2024-10-04,Duplicate Invoice,7147.09,East,Premium Pack,Customer Complaint,In Progress,0.0
TXN00748,2024-04-15,Duplicate Invoice,17168.0,South,Standard Pack,Customer Complaint,Written Off,16918.75
TXN00749,2024-11-17,Billing Delay,24661.35,West,Premium Pack,Audit,Recovered,11210.95
TXN00750,2024-08-03,Unauthorized Discount,14041.82,Central,Standard Pack,System Flag,In Progress,13867.05
TXN00751,2024-11-18,Unauthorized Discount,27881.96,West,Premium Pack,Manager Review,In Progress,13591.79
TXN00752,2024-02-12,Duplicate Invoice,7465.38,South,Economy Pack,Manager Review,Recovered,5244.41
TXN00753,2024-01-28,Unauthorized Discount,9191.17,West,Economy Pack,System Flag,Written Off,6819.54
TXN00754,2024-10-08,Contract Non-Compliance,23691.23,East,Bulk Pack,Customer Complaint,In Progress,11231.14
TXN00755,2024-12-21,Missed Renewal,18340.62,North,Trial Pack,System Flag,Recovered,687.52
TXN00756,2024-06-18,Contract Non-Compliance,11032.85,North,Standard Pack,System Flag,Written Off,3138.42
TXN00757,2024-12-24,Unauthorized Discount,4911.06,North,Premium Pack,Customer Complaint,Recovered,1841.36
TXN00758,2024-01-26,Return Abuse,9637.71,South,Trial Pack,Manager Review,Written Off,9592.22
TXN00759,2024-05-04,Billing Delay,18782.89,West,Standard Pack,Customer Complaint,Recovered,13666.94
TXN00760,2024-09-13,Pricing Error,24255.13,West,Economy Pack,Manager Review,In Progress,0.0
TXN00761,2024-06-05,Unauthorized Discount,37969.91,West,Premium Pack,Manager Review,Recovered,22287.79
TXN00762,2024-10-10,Pricing Error,37953.64,West,Economy Pack,Customer Complaint,Recovered,27409.51
TXN00763,2024-11-24,Unauthorized Discount,12981.84,Central,Bulk Pack,Customer Complaint,In Progress,9338.13
TXN00764,2024-03-18,Duplicate Invoice,14579.54,East,Standard Pack,Audit,Recovered,288.04
TXN00765,2024-03-01,Billing Delay,8883.09,Central,Standard Pack,Customer Complaint,In Progress,4367.27
TXN00766,2024-08-20,Unauthorized Discount,8004.47,East,Trial Pack,System Flag,Recovered,6292.92
TXN00767,2024-03-24,Contract Non-Compliance,7298.11,North,Economy Pack,Manager Review,In Progress,1123.59
TXN00768,2024-12-22,Pricing Error,6969.33,South,Economy Pack,Customer Complaint,Written Off,3083.16
TXN00769,2024-09-14,Unauthorized Discount,49280.4,North,Premium Pack,Audit,Recovered,41256.35
TXN00770,2024-01-27,Pricing Error,3107.89,Central,Standard Pack,System Flag,Written Off,1373.93
TXN00771,2024-10-12,Unauthorized Discount,6458.31,South,Standard Pack,System Flag,Recovered,0.0
TXN00772,2024-12-27,Duplicate Invoice,10665.14,South,Economy Pack,Manager Review,Recovered,0.0
TXN00773,2024-12-10,Unauthorized Discount,5157.45,West,Bulk Pack,Customer Complaint,In Progress,3998.72
TXN00774,2024-09-09,Missed Renewal,2705.52,West,Trial Pack,Manager Review,Recovered,1060.99
TXN00775,2024-10-17,Missed Renewal,14683.0,Central,Bulk Pack,System Flag,Recovered,0.0
TXN00776,2024-01-27,Unauthorized Discount,9472.21,East,Trial Pack,Manager Review,Recovered,5380.69
TXN00777,2024-08-12,Contract Non-Compliance,18327.42,North,Premium Pack,Customer Complaint,Written Off,3000.49
TXN00778,2024-01-26,Contract Non-Compliance,6241.52,Central,Standard Pack,Customer Complaint,In Progress,5472.81
TXN00779,2024-04-17,Pricing Error,1240.99,North,Premium Pack,Audit,Recovered,483.15
TXN00780,2024-09-28,Unauthorized Discount,8760.75,West,Trial Pack,Customer Complaint,Written Off,5355.05
TXN00781,2024-02-27,Pricing Error,8238.5,Central,Bulk Pack,Audit,Recovered,7859.7
TXN00782,2024-08-30,Unauthorized Discount,9793.97,South,Economy Pack,System Flag,In Progress,523.52
TXN00783,2024-04-25,Billing Delay,842.62,East,Trial Pack,System Flag,Written Off,295.63
TXN00784,2024-10-02,Contract Non-Compliance,1873.32,Central,Trial Pack,Manager Review,Recovered,675.89
TXN00785,2024-12-18,Duplicate Invoice,23642.93,South,Standard Pack,Manager Review,Written Off,0.0
TXN00786,2024-02-27,Billing Delay,23075.44,West,Bulk Pack,Manager Review,In Progress,0.0
TXN00787,2024-09-25,Pricing Error,41992.43,Central,Premium Pack,Audit,Recovered,0.0
TXN00788,2024-12-22,Contract Non-Compliance,768.8,North,Trial Pack,Manager Review,Written Off,0.0
TXN00789,2024-01-28,Pricing Error,230.09,North,Premium Pack,Customer Complaint,In Progress,126.58
TXN00790,2024-05-20,Duplicate Invoice,32250.55,Central,Premium Pack,Audit,Recovered,11728.5
TXN00791,2024-07-19,Contract Non-Compliance,87828.98,East,Premium Pack,System Flag,Written Off,64096.95
TXN00792,2024-10-17,Return Abuse,10034.25,West,Bulk Pack,Manager Review,In Progress,8707.13
TXN00793,2024-11-08,Billing Delay,20046.5,East,Standard Pack,Audit,Written Off,0.0
TXN00794,2024-04-24,Unauthorized Discount,6910.58,East,Economy Pack,System Flag,Recovered,0.0
TXN00795,2024-06-24,Billing Delay,8497.28,Central,Premium Pack,Manager Review,Recovered,1042.96
TXN00796,2024-09-01,Unauthorized Discount,15853.05,North,Bulk Pack,Manager Review,In Progress,0.0
TXN00797,2024-02-05,Contract Non-Compliance,14322.48,East,Economy Pack,Audit,Recovered,242.49
TXN00798,2024-11-28,Duplicate Invoice,10439.46,West,Bulk Pack,Audit,In Progress,0.0
TXN00799,2024-05-31,Duplicate Invoice,7096.93,East,Bulk Pack,Audit,Written Off,3263.94
TXN00800,2024-07-06,Pricing Error,8700.38,Central,Premium Pack,Audit,Recovered,0.0
TXN00801,2024-12-06,Billing Delay,1697.53,East,Standard Pack,System Flag,In Progress,223.06
TXN00802,2024-09-21,Return Abuse,38001.89,East,Premium Pack,Manager Review,Recovered,25632.42
TXN00803,2024-04-14,Unauthorized Discount,5104.47,West,Economy Pack,Customer Complaint,In Progress,0.0
TXN00804,2024-06-12,Unauthorized Discount,31257.51,North,Economy Pack,System Flag,Written Off,14318.09
TXN00805,2024-11-20,Pricing Error,16214.34,East,Bulk Pack,Audit,Recovered,0.0
TXN00806,2024-04-22,Contract Non-Compliance,10043.29,East,Economy Pack,Audit,Written Off,0.0
TXN00807,2024-10-08,Pricing Error,2376.6,East,Premium Pack,Customer Complaint,Written Off,0.0
TXN00808,2024-12-06,Pricing Error,3800.37,South,Premium Pack,Manager Review,Written Off,2574.47
TXN00809,2024-11-04,Contract Non-Compliance,34948.26,Central,Economy Pack,Audit,Recovered,15610.26
TXN00810,2024-04-24,Contract Non-Compliance,359.08,Central,Trial Pack,Audit,In Progress,231.25
TXN00811,2024-11-15,Billing Delay,10387.23,South,Standard Pack,Audit,Recovered,0.0
TXN00812,2024-06-16,Contract Non-Compliance,3384.61,South,Premium Pack,Customer Complaint,In Progress,1447.68
TXN00813,2024-07-03,Billing Delay,35173.11,North,Trial Pack,Audit,Written Off,0.0
TXN00814,2024-06-11,Return Abuse,3872.55,West,Standard Pack,Manager Review,Recovered,3336.41
TXN00815,2024-05-06,Billing Delay,52838.61,East,Bulk Pack,Customer Complaint,Written Off,43390.68
TXN00816,2024-06-16,Duplicate Invoice,16340.82,South,Trial Pack,Audit,Written Off,0.0
TXN00817,2024-01-21,Billing Delay,54816.52,South,Economy Pack,Manager Review,In Progress,26477.88
