month,region,product,sales_rep,quantity,unit_price,revenue,target,returns,discount_pct
2024-06,Central,Bulk Pack,REP010,91,8639.83,786224.55,160000,54630.47,8.47
2023-01,Central,Premium Pack,REP004,46,5196.16,239023.16,140000,3852.36,3.98
2024-04,North,Bulk Pack,REP002,57,7071.92,403099.39,216000,29435.96,9.16
2024-10,Central,Economy Pack,REP003,94,1506.89,141647.41,100500,5832.95,1.49
2023-11,West,Bulk Pack,REP018,81,8865.6,718113.82,88000,606.15,5.91
2024-12,West,Bulk Pack,REP009,36,7185.42,258675.3,176000,13423.86,13.49
2024-01,North,Trial Pack,REP014,54,882.79,47670.82,12800,2899.91,10.15
2024-03,West,Trial Pack,REP006,69,730.17,50381.65,28000,3805.66,14.93
2024-09,Central,Trial Pack,REP017,95,883.34,83917.74,25600,6391.82,5.13
2023-04,Central,Standard Pack,REP012,16,2893.92,46302.71,54000,1994.21,13.7
2024-10,West,Economy Pack,REP005,81,1475.37,119505.24,100500,3474.29,14.07
2023-04,Central,Premium Pack,REP007,60,5191.2,311472.11,300000,5103.22,11.97
2023-06,Central,Trial Pack,REP019,58,747.86,43376.1,16800,3312.39,13.78
2024-04,West,Premium Pack,REP012,40,5193.31,207732.37,90000,14450.42,2.71
2023-03,North,Standard Pack,REP009,82,2904.38,238159.13,150000,2540.58,3.64
2023-10,West,Bulk Pack,REP005,5,7203.25,36016.24,208000,1152.47,0.86
2023-03,South,Standard Pack,REP017,66,3148.27,207785.51,93000,1287.99,4.23
2023-04,South,Premium Pack,REP008,99,5011.92,496180.38,245000,12333.67,7.72
2024-11,North,Bulk Pack,REP016,61,8714.73,531598.61,192000,18863.81,14.08
2023-12,West,Economy Pack,REP017,90,1663.64,149727.46,87000,1331.39,0.46
2023-04,West,Standard Pack,REP020,83,3290.43,273105.91,75000,11199.86,4.36
2024-06,Central,Trial Pack,REP019,34,827.62,28138.93,56800,1155.25,10.73
2024-07,Central,Bulk Pack,REP007,48,6980.72,335074.73,344000,21995.5,0.11
2023-10,North,Trial Pack,REP007,73,788.06,57528.14,15200,3266.09,14.76
2024-07,Central,Premium Pack,REP017,82,4526.45,371169.07,290000,648.71,11.62
2024-08,Central,Economy Pack,REP019,54,1279.73,69105.47,106500,2392.93,8.03
2023-12,South,Premium Pack,REP001,75,4753.72,356529.34,150000,26964.22,0.86
2024-02,West,Bulk Pack,REP006,58,8937.06,518349.38,112000,5922.22,8.7
2023-06,North,Trial Pack,REP019,69,821.03,56651.1,40800,2622.0,1.24
2023-03,North,Trial Pack,REP006,59,697.84,41172.58,42400,286.45,4.55
2024-11,East,Trial Pack,REP013,91,870.6,79224.94,60000,5942.76,10.2
2024-10,South,Standard Pack,REP020,77,2562.78,197333.83,168000,8432.31,10.33
2024-07,North,Trial Pack,REP007,86,749.0,64414.23,38400,2090.35,2.54
2023-06,North,Trial Pack,REP012,72,824.78,59384.08,61600,2583.38,10.42
2024-06,South,Premium Pack,REP019,16,4449.99,71199.84,195000,4398.17,2.56
2024-05,North,Bulk Pack,REP009,19,6877.73,130676.94,552000,8300.75,8.65
2024-07,Central,Bulk Pack,REP020,69,7250.01,500250.74,80000,9444.6,2.15
2023-07,West,Standard Pack,REP016,50,2621.64,131082.23,81000,6861.86,13.09
2024-06,West,Standard Pack,REP007,40,2633.2,105328.18,141000,2211.77,8.72
2023-09,East,Economy Pack,REP018,9,1506.28,13556.52,58500,971.25,14.5
2023-12,South,Economy Pack,REP014,26,1395.05,36271.23,85500,2137.02,0.77
2023-04,North,Premium Pack,REP007,61,4321.87,263634.12,70000,14998.89,0.1
2023-12,South,Standard Pack,REP010,83,3068.89,254717.91,78000,4923.21,10.22
2024-07,West,Economy Pack,REP007,38,1303.84,49546.02,81000,2931.46,3.16
2023-12,South,Trial Pack,REP018,36,732.22,26359.96,48000,153.24,2.99
2024-04,North,Trial Pack,REP002,8,701.5,5611.97,20800,121.73,11.4
2023-10,North,Economy Pack,REP013,87,1337.69,116379.36,19500,8114.77,6.28
2023-04,North,Trial Pack,REP008,52,756.06,39314.96,52000,1591.24,11.67
2023-04,Central,Economy Pack,REP006,21,1357.29,28503.07,16500,22.41,6.14
2024-08,West,Economy Pack,REP015,59,1663.0,98116.71,103500,3503.37,10.91
2024-08,Central,Premium Pack,REP013,16,5047.22,80755.5,330000,4856.95,8.52
2024-01,East,Economy Pack,REP005,94,1535.69,144354.96,97500,6315.6,10.72
2023-03,East,Trial Pack,REP007,70,903.12,63218.11,57600,2549.63,4.84
2024-06,North,Bulk Pack,REP007,43,9026.59,388143.36,160000,5078.59,4.56
2024-02,South,Bulk Pack,REP015,97,7998.92,775894.85,464000,40123.53,6.88
2024-03,Central,Standard Pack,REP006,41,2941.51,120602.04,219000,5262.38,2.0
2024-04,West,Standard Pack,REP001,20,2643.88,52877.64,132000,2066.64,7.86
2024-01,North,Economy Pack,REP005,96,1665.6,159897.58,81000,9495.34,9.65
2024-01,East,Standard Pack,REP007,46,3359.47,154535.68,204000,4760.42,14.14
2023-02,Central,Standard Pack,REP016,99,3064.95,303430.52,219000,6677.87,9.59
2024-07,West,Economy Pack,REP020,15,1286.09,19291.35,100500,115.69,3.35
2023-07,South,Economy Pack,REP004,79,1581.43,124932.89,111000,5139.51,8.09
2023-07,North,Premium Pack,REP011,88,4309.92,379273.13,300000,2943.71,0.96
2023-10,Central,Premium Pack,REP002,38,4953.54,188234.42,350000,14258.84,4.13
2023-04,Central,Premium Pack,REP015,74,5620.81,415940.27,60000,15901.14,5.33
2024-09,Central,Standard Pack,REP006,30,2834.1,85023.05,72000,4458.68,0.6
2023-05,East,Bulk Pack,REP015,99,9134.7,904335.78,512000,35737.84,13.04
2023-06,South,Standard Pack,REP006,50,3393.9,169694.77,51000,6056.74,10.07
2023-06,Central,Economy Pack,REP020,12,1654.68,19856.14,60000,1003.74,7.91
2023-09,South,Standard Pack,REP016,40,2719.41,108776.36,138000,496.04,8.82
2023-08,Central,Bulk Pack,REP016,42,7286.85,306047.61,304000,18001.19,9.38
2023-08,Central,Trial Pack,REP010,11,845.46,9300.06,28800,516.24,4.59
2023-09,Central,Economy Pack,REP001,91,1557.76,141755.81,91500,3893.19,4.93
2023-06,Central,Standard Pack,REP006,57,3253.32,185439.01,33000,833.94,11.21
2023-07,West,Premium Pack,REP001,85,4897.98,416328.64,60000,23721.41,2.64
2024-10,West,Trial Pack,REP013,69,683.52,47162.56,35200,3682.78,3.33
2023-08,East,Premium Pack,REP019,58,5592.61,324371.66,120000,17734.81,8.91
2024-03,South,Economy Pack,REP004,47,1692.61,79552.5,33000,6262.94,4.38
2023-07,North,Standard Pack,REP018,91,3299.73,300275.51,144000,21987.13,3.99
2023-01,Central,Standard Pack,REP009,75,2750.78,206308.33,87000,7474.69,14.19
2024-01,North,Bulk Pack,REP003,34,7023.24,238790.22,512000,1999.35,6.34
2023-01,Central,Economy Pack,REP011,57,1520.24,86653.8,115500,6403.59,12.32
2024-06,North,Standard Pack,REP002,25,2746.47,68661.82,159000,3453.6,3.99
2024-10,South,Trial Pack,REP017,84,802.52,67412.09,46400,882.38,10.38
2024-02,East,Premium Pack,REP003,62,5280.02,327361.11,300000,20913.29,1.61
2024-07,East,Trial Pack,REP018,20,787.6,15752.06,30400,542.05,6.57
2023-03,Central,Premium Pack,REP010,36,5661.13,203800.55,390000,14261.86,11.06
2023-01,West,Bulk Pack,REP018,13,7451.43,96868.64,304000,4906.81,10.82
2024-03,South,Trial Pack,REP015,97,751.89,72933.67,52800,557.56,13.47
2023-11,East,Economy Pack,REP018,66,1353.28,89316.64,81000,4141.41,13.69
2024-08,South,Premium Pack,REP006,81,4647.76,376468.25,305000,27582.0,7.54
2023-12,Central,Trial Pack,REP013,13,694.82,9032.7,33600,216.37,1.5
2023-12,Central,Economy Pack,REP009,30,1454.74,43642.34,18000,2198.47,6.24
2024-01,West,Economy Pack,REP009,6,1306.53,7839.19,75000,412.62,10.91
2024-03,South,Standard Pack,REP013,73,2951.3,215444.75,159000,10533.38,14.76
2023-02,Central,Economy Pack,REP013,7,1488.54,10419.78,49500,360.16,11.95
2024-05,South,Bulk Pack,REP017,70,7397.11,517797.91,216000,5977.96,1.4
2024-02,West,Trial Pack,REP018,34,801.45,27249.32,52800,2090.75,2.89
2023-08,North,Economy Pack,REP005,79,1618.06,127826.94,54000,204.25,8.8
2024-07,South,Standard Pack,REP007,64,3196.26,204560.73,75000,13306.95,8.83
2023-12,Central,Standard Pack,REP005,53,2924.07,154975.45,93000,9161.29,0.44
2023-11,North,Economy Pack,REP018,34,1685.28,57299.44,72000,2325.85,6.62
2024-05,South,Premium Pack,REP006,50,5606.68,280333.96,135000,13147.34,7.39
2023-10,North,Trial Pack,REP006,82,760.5,62360.81,12000,2428.72,14.02
2024-02,East,Standard Pack,REP013,89,2952.19,262744.62,192000,4634.19,2.47
2023-02,North,Trial Pack,REP002,55,903.82,49710.35,35200,2057.1,1.26
2024-12,East,Premium Pack,REP019,71,4894.77,347528.46,70000,26814.97,4.34
2023-04,Central,Premium Pack,REP018,16,4367.94,69887.04,55000,137.93,6.1
2024-12,East,Bulk Pack,REP011,62,7308.99,453157.69,352000,23030.02,0.62
2023-10,North,Economy Pack,REP016,78,1321.64,103087.65,61500,2816.94,5.08
2024-11,South,Economy Pack,REP008,30,1716.12,51483.53,51000,129.79,1.82
2024-10,South,Standard Pack,REP009,42,3242.76,136195.85,222000,4362.15,14.21
2023-06,West,Bulk Pack,REP013,21,8978.63,188551.17,392000,5150.76,3.23
2023-07,West,Standard Pack,REP014,90,3421.39,307924.92,234000,7122.93,14.28
2023-03,East,Premium Pack,REP002,92,5697.39,524160.15,240000,27052.96,0.25
2023-11,North,Standard Pack,REP008,31,3389.04,105060.25,90000,2871.71,14.3
2024-09,Central,Bulk Pack,REP006,24,8442.64,202623.48,88000,12409.36,3.15
2023-09,North,Economy Pack,REP001,5,1352.57,6762.87,33000,115.26,9.12
2024-07,East,Bulk Pack,REP005,26,7438.96,193412.85,528000,12435.57,12.27
2024-09,West,Trial Pack,REP008,37,711.79,26336.34,47200,1410.08,12.23
2024-08,West,Trial Pack,REP013,43,911.14,39179.13,44800,1402.62,1.53
2024-11,South,Trial Pack,REP018,19,736.09,13985.63,57600,306.75,4.8
2023-10,South,Premium Pack,REP018,11,4876.83,53645.09,390000,545.51,6.41
2024-06,Central,Trial Pack,REP014,83,801.47,66522.31,27200,1020.03,7.12
2023-11,North,Standard Pack,REP014,97,2904.77,281762.83,84000,17962.08,5.11
2024-06,North,Standard Pack,REP009,37,3391.09,125470.19,189000,5749.27,3.58
2023-03,Central,Standard Pack,REP020,29,2646.14,76738.03,60000,1873.02,2.53
2024-05,East,Standard Pack,REP016,44,2623.81,115447.63,132000,4131.2,14.48
2023-04,North,Premium Pack,REP006,92,4663.92,429080.94,170000,7070.85,10.64
2023-06,East,Bulk Pack,REP006,59,8152.97,481025.17,632000,35290.96,8.75
2024-01,South,Premium Pack,REP014,58,4525.35,262470.08,200000,6702.97,13.59
2023-10,North,Bulk Pack,REP016,28,9065.04,253821.1,272000,6528.95,0.52
2024-02,South,Trial Pack,REP009,68,689.13,46860.96,50400,2519.47,0.78
2024-09,West,Economy Pack,REP011,67,1651.72,110665.43,87000,6965.04,7.65
2024-11,East,Bulk Pack,REP015,35,8400.72,294025.12,368000,17789.93,8.09
2023-12,South,Bulk Pack,REP015,8,8478.52,67828.19,376000,3458.71,12.03
2023-11,West,Standard Pack,REP008,33,2656.21,87654.78,81000,1178.91,7.68
2024-10,South,Economy Pack,REP009,15,1535.9,23038.46,114000,92.75,0.94
2023-11,North,Trial Pack,REP010,47,918.95,43190.58,45600,2888.86,2.32
2023-12,South,Trial Pack,REP005,8,694.8,5558.42,14400,91.03,8.5
2024-09,South,Standard Pack,REP001,76,3113.26,236607.54,156000,3019.87,13.28
2024-02,East,Bulk Pack,REP004,16,7274.46,116391.31,88000,6732.61,7.62
2023-07,West,Bulk Pack,REP017,36,8691.28,312886.24,120000,6428.69,1.39
2024-12,South,Economy Pack,REP001,22,1653.99,36387.72,99000,2780.21,9.16
2023-07,Central,Standard Pack,REP011,90,2786.4,250776.25,153000,5187.2,5.06
2024-06,West,Standard Pack,REP013,57,2910.87,165919.78,42000,1391.55,4.02
2023-08,South,Premium Pack,REP005,11,5310.84,58419.27,240000,1713.89,1.59
2024-02,Central,Standard Pack,REP006,8,2613.36,20906.92,102000,967.68,13.67
2023-03,West,Standard Pack,REP020,87,3129.79,272291.88,60000,9137.71,5.86
2024-11,Central,Standard Pack,REP010,23,3216.46,73978.55,171000,2457.01,2.54
2024-01,South,Premium Pack,REP020,82,4379.2,359094.7,140000,25621.35,4.31
2023-08,South,Bulk Pack,REP019,23,8287.0,190600.96,336000,13461.36,7.09
2024-10,East,Trial Pack,REP009,86,882.21,75869.99,8800,308.66,12.95
2023-08,West,Trial Pack,REP002,77,839.46,64638.55,51200,4008.01,9.33
2023-01,West,Trial Pack,REP019,31,694.99,21544.59,33600,766.02,2.12
2024-05,North,Standard Pack,REP002,13,2678.51,34820.59,132000,2686.57,10.77
2024-10,West,Standard Pack,REP003,66,2624.93,173245.5,99000,5152.0,0.27
2024-04,East,Economy Pack,REP017,50,1447.06,72353.17,94500,2916.78,0.2
2023-02,West,Premium Pack,REP001,51,4975.77,253764.52,90000,6946.78,2.92
2024-01,Central,Standard Pack,REP005,14,3166.51,44331.08,66000,1935.49,5.39
2024-02,South,Premium Pack,REP017,71,5273.9,374446.82,95000,1578.96,0.56
2023-11,West,Trial Pack,REP014,60,720.38,43222.61,52000,2636.39,13.5
2023-12,East,Trial Pack,REP020,35,832.5,29137.59,61600,1923.66,13.02
2023-11,North,Standard Pack,REP007,16,2559.1,40945.65,192000,2541.49,6.7
2023-08,North,Premium Pack,REP002,81,5260.41,426093.59,225000,28922.63,13.59
2023-02,Central,Trial Pack,REP018,32,872.19,27910.16,19200,366.79,7.56
2024-08,South,Bulk Pack,REP005,77,7262.46,559209.31,184000,9365.57,0.59
2024-09,Central,Trial Pack,REP016,58,824.13,47799.44,29600,2639.18,9.68
2024-03,East,Trial Pack,REP007,41,879.97,36078.61,13600,1193.96,11.25
2024-02,North,Standard Pack,REP012,31,2846.58,88243.9,96000,6485.91,6.61
2024-06,West,Premium Pack,REP016,23,5034.06,115783.48,85000,2913.92,7.68
2023-09,West,Standard Pack,REP012,64,3320.91,212538.55,78000,2135.85,4.67
2024-04,West,Premium Pack,REP007,22,5446.01,119812.11,75000,9473.5,6.98
2023-03,South,Premium Pack,REP005,86,4830.87,415454.74,200000,31284.7,13.22
2023-12,Central,Bulk Pack,REP006,24,8126.49,195035.74,144000,14891.72,13.11
2024-10,East,Bulk Pack,REP019,82,8228.66,674750.48,472000,53951.32,9.34
2023-01,East,Bulk Pack,REP002,75,7027.23,527042.58,568000,21046.7,9.01
2024-10,North,Trial Pack,REP003,42,844.45,35466.83,42400,1960.91,13.25
2023-10,East,Bulk Pack,REP018,49,8091.49,396483.03,544000,8291.17,14.2
2024-11,South,Economy Pack,REP006,74,1711.02,126615.85,106500,6583.54,11.31
2024-05,West,Trial Pack,REP008,23,831.17,19116.9,49600,952.14,0.15
2023-06,South,Bulk Pack,REP016,47,7818.49,367469.16,464000,8141.78,0.99
2023-07,North,Premium Pack,REP004,25,4445.95,111148.79,165000,3657.51,2.18
2023-10,North,Trial Pack,REP007,75,793.87,59540.16,16000,171.31,9.88
2023-04,West,Bulk Pack,REP013,27,7637.29,206206.8,384000,3408.9,13.11
2023-02,East,Trial Pack,REP013,35,854.52,29908.17,19200,1285.05,11.06
2023-04,East,Trial Pack,REP002,20,842.28,16845.56,36800,1345.7,0.37
2024-07,Central,Trial Pack,REP002,45,896.39,40337.62,63200,29.36,1.13
2023-07,East,Economy Pack,REP011,70,1548.14,108369.65,100500,8414.29,8.38
2023-07,North,Premium Pack,REP001,69,5004.18,345288.09,135000,20540.57,11.25
2023-01,Central,Trial Pack,REP020,69,682.04,47060.69,32000,1379.02,0.79
2023-04,Central,Standard Pack,REP017,90,3097.08,278736.89,33000,12865.07,2.32
2023-04,West,Trial Pack,REP013,93,859.4,79924.49,38400,37.5,1.18
2023-04,North,Trial Pack,REP014,20,878.14,17562.9,30400,520.55,8.53
2024-07,North,Standard Pack,REP015,90,2627.96,236516.2,93000,7763.48,7.06
2023-01,Central,Standard Pack,REP013,31,2870.62,88989.37,99000,4948.66,9.24
2024-05,East,Bulk Pack,REP012,97,8964.58,869564.55,392000,37111.64,8.95
2024-08,East,Premium Pack,REP002,78,4637.59,361731.94,395000,26033.14,11.73
2024-11,East,Standard Pack,REP013,41,2582.71,105890.97,45000,4493.37,9.94
2024-03,South,Economy Pack,REP016,74,1493.28,110502.93,111000,7234.5,2.58
2023-12,East,Bulk Pack,REP010,43,7851.47,337613.12,360000,3737.99,9.99
2024-06,North,Standard Pack,REP009,35,3078.63,107752.15,57000,3877.39,11.35
2023-03,East,Economy Pack,REP011,19,1393.39,26474.33,28500,401.47,13.38
2024-06,South,Standard Pack,REP020,92,2936.03,270114.49,156000,5428.05,4.81
2023-10,Central,Economy Pack,REP001,38,1436.55,54588.91,16500,1694.7,11.94
2024-09,West,Bulk Pack,REP020,86,8702.46,748411.75,264000,48359.52,3.7
2024-12,West,Trial Pack,REP016,28,805.56,22555.62,50400,1002.0,7.91
2024-02,North,Premium Pack,REP011,55,4276.47,235205.73,190000,13061.1,0.24
2023-07,South,Bulk Pack,REP011,7,6974.57,48821.97,544000,3136.47,6.23
2023-10,South,Standard Pack,REP019,5,2869.98,14349.88,33000,349.59,0.37
2023-07,West,Economy Pack,REP009,26,1481.71,38524.35,87000,2460.89,4.01
2024-07,West,Bulk Pack,REP008,49,7036.51,344789.11,248000,6020.66,1.96
2023-07,North,Economy Pack,REP016,11,1485.87,16344.58,37500,1009.79,1.13
2024-07,Central,Trial Pack,REP017,68,701.52,47703.12,56800,65.98,8.25
2023-02,West,Bulk Pack,REP018,78,7627.03,594908.48,104000,31622.99,10.63
2024-01,South,Trial Pack,REP002,52,721.06,37495.15,29600,1917.64,12.8
2023-10,North,Standard Pack,REP009,64,3222.84,206261.59,198000,11962.04,1.71
2023-09,West,Premium Pack,REP009,10,5108.47,51084.73,360000,1901.19,0.95
2023-01,East,Bulk Pack,REP006,41,7484.45,306862.36,400000,13355.39,8.4
2023-04,West,Trial Pack,REP015,12,758.78,9105.37,45600,372.47,12.1
2024-04,West,Economy Pack,REP008,46,1281.76,58960.97,28500,258.23,5.33
2023-07,Central,Premium Pack,REP015,8,4661.62,37292.94,145000,2609.75,14.08
2024-02,North,Standard Pack,REP007,65,2849.66,185227.96,222000,1578.9,10.33
2024-03,North,Bulk Pack,REP016,21,8064.36,169351.59,176000,7855.28,9.42
2023-03,Central,Economy Pack,REP017,77,1466.84,112946.93,45000,5103.77,2.69
2023-06,North,Economy Pack,REP020,52,1489.72,77465.23,69000,339.08,8.03
2023-03,North,Bulk Pack,REP010,38,9140.59,347342.3,248000,5981.76,12.17
2023-02,South,Bulk Pack,REP001,76,9035.71,686713.7,176000,21294.97,4.85
2023-10,Central,Standard Pack,REP019,42,3107.21,130502.79,156000,10106.37,13.72
2024-06,South,Standard Pack,REP009,35,2924.66,102362.98,231000,4156.01,6.02
2023-04,South,Premium Pack,REP019,55,4279.1,235350.6,360000,9567.83,11.03
2023-08,East,Standard Pack,REP019,35,2619.94,91697.94,150000,1471.8,10.73
2023-02,South,Premium Pack,REP013,39,4891.26,190759.19,200000,9461.68,5.1
2023-08,East,Premium Pack,REP016,70,4520.96,316466.85,315000,19463.07,3.98
2023-09,North,Premium Pack,REP010,59,5053.49,298155.92,95000,116.51,14.05
2023-12,Central,Premium Pack,REP016,39,5014.98,195584.13,250000,14093.95,13.95
2024-03,South,Premium Pack,REP008,46,5452.31,250806.22,195000,9662.84,10.21
2023-08,West,Economy Pack,REP003,90,1378.94,124104.66,39000,7954.26,5.66
2024-09,West,Trial Pack,REP011,24,731.69,17560.47,44800,533.28,11.33
2023-04,East,Bulk Pack,REP008,51,8749.23,446210.78,456000,1730.02,3.15
2024-08,West,Bulk Pack,REP011,81,8374.83,678361.2,104000,35228.87,10.47
2023-06,South,Trial Pack,REP007,96,718.14,68941.63,53600,3140.07,5.74
2024-10,Central,Standard Pack,REP009,18,3155.71,56802.73,72000,2573.49,11.45
2024-01,East,Standard Pack,REP017,47,2952.09,138748.46,36000,5196.32,13.31
2024-02,East,Trial Pack,REP017,67,770.02,51591.6,46400,2193.01,6.0
2023-12,South,Bulk Pack,REP014,98,7669.24,751585.11,568000,24912.16,1.69
2023-10,North,Bulk Pack,REP011,33,8596.81,283694.84,488000,17503.81,0.58
2023-02,West,Premium Pack,REP008,29,5502.44,159570.62,330000,3870.65,6.44
2023-08,Central,Bulk Pack,REP015,69,7375.88,508935.54,504000,37804.05,8.7
2023-09,South,Economy Pack,REP010,53,1644.38,87152.04,111000,270.52,2.8
2024-05,Central,Economy Pack,REP015,80,1579.15,126332.13,69000,2531.52,12.09
2023-07,South,Standard Pack,REP016,13,3362.29,43709.74,108000,1246.27,11.21
2023-06,West,Premium Pack,REP018,67,5538.13,371054.58,110000,17923.51,7.4
2023-11,West,Bulk Pack,REP001,28,7165.35,200629.74,152000,4163.46,9.54
2024-01,West,Economy Pack,REP012,66,1394.24,92019.52,108000,4885.31,11.76
2023-11,North,Standard Pack,REP003,53,3265.76,173085.23,102000,6197.42,12.44
2023-09,East,Economy Pack,REP009,98,1328.89,130230.83,63000,4741.7,8.34
2024-04,South,Bulk Pack,REP016,18,8321.11,149780.03,512000,4047.86,5.82
2023-02,East,Standard Pack,REP003,91,2878.54,261947.4,96000,13059.07,1.12
2023-10,Central,Premium Pack,REP004,67,5206.11,348809.16,365000,21350.1,6.49
2023-02,West,Economy Pack,REP013,92,1510.87,139000.0,36000,422.29,14.92
2023-09,West,Bulk Pack,REP001,21,6903.61,144975.78,152000,6871.65,12.53
2024-06,North,Bulk Pack,REP014,48,9190.79,441158.06,504000,9235.07,1.0
2023-09,South,Standard Pack,REP016,43,3201.59,137668.38,138000,10113.51,6.12
2024-03,Central,Bulk Pack,REP005,60,7546.49,452789.28,144000,391.15,10.52
2024-11,Central,Trial Pack,REP008,48,868.23,41674.9,48000,1367.02,7.23
2024-04,North,Premium Pack,REP018,86,4674.0,401964.09,395000,16951.54,11.46
2024-10,South,Economy Pack,REP013,13,1717.85,22332.1,27000,225.61,14.19
2023-01,Central,Bulk Pack,REP002,39,8302.64,323802.78,120000,13098.63,1.16
2024-08,East,Premium Pack,REP002,68,5126.48,348600.61,140000,14455.04,6.93
2024-08,North,Trial Pack,REP020,42,778.62,32702.2,48000,1860.42,0.78
2024-12,East,Bulk Pack,REP013,47,8928.4,419634.6,224000,27116.43,5.35
2024-12,South,Trial Pack,REP014,86,730.53,62825.31,30400,1174.2,6.14
2023-04,South,Premium Pack,REP003,6,4819.89,28919.32,290000,589.42,13.72
2024-06,North,Trial Pack,REP016,7,810.02,5670.16,40000,101.86,6.98
2023-06,South,Economy Pack,REP015,94,1668.74,156861.98,87000,11720.57,2.75
2024-11,East,Bulk Pack,REP007,92,8966.08,824879.48,256000,17633.28,7.64
2023-06,North,Bulk Pack,REP011,73,8515.29,621615.85,448000,47047.65,3.67
2023-11,West,Trial Pack,REP009,8,816.67,6533.39,21600,293.52,1.1
2023-07,West,Standard Pack,REP009,63,2854.7,179846.01,207000,2054.91,10.44
2024-02,South,Premium Pack,REP015,6,5479.14,32874.85,365000,59.04,9.0
2024-12,East,Trial Pack,REP006,98,840.45,82364.22,57600,3527.63,2.54
2023-04,Central,Premium Pack,REP001,54,5644.11,304782.01,100000,7818.58,8.29
2023-04,South,Trial Pack,REP013,13,741.51,9639.63,63200,630.05,6.13
2024-10,Central,Economy Pack,REP018,82,1475.54,120994.07,117000,1221.1,1.85
2023-07,South,Standard Pack,REP018,85,2821.31,239811.4,207000,14649.66,14.89
2023-01,North,Standard Pack,REP013,63,3342.9,210602.93,150000,8492.69,8.17
2023-08,North,Premium Pack,REP012,73,5692.8,415574.2,75000,3528.39,7.39
2023-10,South,Economy Pack,REP017,23,1494.36,34370.29,57000,2656.76,12.02
2024-05,West,Bulk Pack,REP017,53,6897.41,365562.5,232000,7506.62,10.71
2024-06,West,Premium Pack,REP018,41,5700.3,233712.23,120000,14409.61,3.96
2024-08,Central,Standard Pack,REP001,92,3404.02,313170.26,78000,15224.98,6.04
2024-03,East,Economy Pack,REP010,65,1607.17,104465.91,31500,4792.83,3.23
2023-09,East,Trial Pack,REP003,57,699.37,39864.09,12800,2940.34,2.93
2023-11,West,Bulk Pack,REP017,79,7442.66,587970.01,248000,31775.42,11.66
2023-05,North,Economy Pack,REP004,84,1520.01,127680.64,52500,776.23,10.18
2024-05,Central,Standard Pack,REP001,48,3036.55,145754.39,138000,2268.5,10.98
2024-09,Central,Premium Pack,REP013,79,4533.62,358155.7,125000,19886.88,7.79
2023-08,East,Standard Pack,REP013,61,2786.72,169990.12,228000,4933.35,3.76
2023-07,North,Economy Pack,REP013,58,1353.65,78511.93,105000,3524.56,10.31
2023-11,North,Economy Pack,REP001,11,1567.44,17241.83,85500,1117.63,8.05
2024-09,East,Economy Pack,REP017,94,1583.71,148868.82,87000,3589.43,9.39
2023-12,Central,Economy Pack,REP004,63,1576.33,99308.48,100500,2643.47,1.07
2023-07,South,Bulk Pack,REP013,80,8038.72,643097.88,240000,35391.48,12.96
2023-03,Central,Premium Pack,REP012,36,5321.18,191562.43,390000,2881.34,9.8
2024-08,East,Trial Pack,REP004,83,704.15,58444.35,60800,257.67,13.32
2024-11,South,Premium Pack,REP003,68,4540.17,308731.62,340000,569.23,13.45
2023-05,East,Trial Pack,REP001,65,898.84,58424.42,10400,2106.58,11.3
2023-01,East,Trial Pack,REP009,27,720.37,19450.01,41600,303.59,13.39
2023-03,East,Premium Pack,REP015,64,5725.6,366438.26,350000,9395.09,14.94
2024-10,North,Premium Pack,REP014,48,4810.17,230888.01,105000,12020.74,9.21
2023-01,North,Trial Pack,REP005,74,754.03,55798.41,32000,2288.85,5.97
2024-01,West,Standard Pack,REP010,45,3334.4,150047.85,36000,1141.49,0.81
2024-05,West,Economy Pack,REP013,17,1580.4,26866.75,117000,2058.7,13.26
2023-07,Central,Trial Pack,REP018,60,824.86,49491.64,62400,3433.06,14.29
2024-03,West,Bulk Pack,REP002,73,7100.21,518315.58,624000,32856.68,3.38
2023-01,West,Standard Pack,REP001,37,2717.34,100541.59,75000,8007.0,0.34
2024-11,South,Bulk Pack,REP010,16,8596.07,137537.06,96000,3571.66,10.82
2023-10,East,Standard Pack,REP014,7,3201.06,22407.39,99000,1516.47,6.41
2024-04,Central,Economy Pack,REP015,26,1500.09,39002.32,61500,1536.25,0.55
2024-08,South,Trial Pack,REP009,29,726.05,21055.44,8800,1300.02,6.27
2023-09,South,Trial Pack,REP006,21,867.09,18208.84,61600,1208.55,10.56
2024-07,South,Standard Pack,REP004,68,2968.37,201849.11,138000,7260.09,2.83
2024-01,West,Standard Pack,REP014,41,2652.05,108733.98,126000,2545.87,5.89
2023-11,North,Bulk Pack,REP002,23,9083.35,208917.08,520000,2475.26,11.19
2023-04,East,Bulk Pack,REP011,84,8313.08,698298.34,224000,22029.42,0.02
2023-09,East,Premium Pack,REP012,49,4876.17,238932.45,135000,15762.4,9.13
2023-12,North,Trial Pack,REP016,22,919.42,20227.24,59200,1602.36,3.14
2023-03,South,Premium Pack,REP005,59,5252.03,309869.72,295000,14383.62,13.56
2024-06,Central,Premium Pack,REP007,20,5407.35,108147.09,235000,6971.13,9.04
2024-09,North,Economy Pack,REP016,56,1562.34,87491.3,39000,6483.32,14.42
2024-01,Central,Bulk Pack,REP009,7,8457.49,59202.46,472000,1766.02,2.18
