customer_id,region,segment,last_purchase_date,frequency,monetary_value,recency_days,product_category,channel
CUST0688,Central,B2B,2024-03-03,23,11446.21,303,Economy Pack,Distributor
CUST0689,South,B2C,2024-10-19,18,11959.35,73,Standard Pack,Online
CUST0690,North,Enterprise,2024-08-25,41,1885.25,128,Standard Pack,Field Sales
CUST0691,South,B2B,2024-12-03,14,17619.84,28,Standard Pack,Field Sales
CUST0692,West,Enterprise,2024-04-05,26,17155.38,270,Bulk Pack,Distributor
CUST0693,North,B2C,2024-09-01,45,2164.46,121,Trial Pack,Distributor
CUST0694,West,Enterprise,2024-08-07,14,2500.51,146,Trial Pack,Online
CUST0695,South,Enterprise,2024-11-13,15,21451.9,48,Bulk Pack,Distributor
CUST0696,Central,B2C,2024-04-24,3,11526.71,251,Standard Pack,Field Sales
CUST0697,East,Enterprise,2024-04-29,9,24362.19,246,Premium Pack,Online
CUST0698,South,Enterprise,2024-10-16,27,2492.17,76,Bulk Pack,Retail
CUST0699,North,Enterprise,2024-11-02,1,27267.31,59,Standard Pack,Retail
CUST0700,South,Enterprise,2024-06-27,23,2765.03,187,Premium Pack,Retail
CUST0701,South,B2B,2024-01-03,2,10557.96,363,Premium Pack,Field Sales
CUST0702,East,Enterprise,2024-03-31,28,16923.84,275,Bulk Pack,Retail
CUST0703,North,B2C,2024-11-03,17,6995.83,58,Trial Pack,Online
CUST0704,South,Enterprise,2024-12-08,5,23143.18,23,Standard Pack,Retail
CUST0705,Central,B2B,2024-08-26,30,24334.44,127,Bulk Pack,Online
CUST0706,East,B2B,2024-08-07,35,25241.79,146,Standard Pack,Online
CUST0707,South,B2B,2024-03-06,42,41287.26,300,Premium Pack,Field Sales
CUST0708,South,B2B,2024-03-04,13,36115.24,302,Bulk Pack,Distributor
CUST0709,East,Enterprise,2024-03-30,1,34971.01,276,Trial Pack,Distributor
CUST0710,Central,B2C,2024-11-04,45,19377.0,57,Bulk Pack,Online
CUST0711,East,Enterprise,2024-02-12,15,37556.75,323,Premium Pack,Field Sales
CUST0712,East,B2B,2024-09-24,21,14203.64,98,Bulk Pack,Field Sales
CUST0713,South,B2B,2024-10-27,7,10703.18,65,Premium Pack,Field Sales
CUST0714,West,B2B,2024-01-19,48,29294.32,347,Premium Pack,Field Sales
CUST0715,South,B2C,2024-01-25,17,9236.22,341,Premium Pack,Retail
CUST0716,Central,Enterprise,2024-02-06,44,11554.83,329,Trial Pack,Online
CUST0717,West,B2C,2024-08-02,14,7646.18,151,Bulk Pack,Retail
CUST0718,Central,B2C,2024-06-30,49,34741.74,184,Standard Pack,Distributor
CUST0719,East,Enterprise,2024-04-06,42,1223.63,269,Trial Pack,Distributor
CUST0720,North,Enterprise,2024-03-09,5,4184.04,297,Bulk Pack,Retail
CUST0721,South,B2C,2024-06-25,36,1945.71,189,Economy Pack,Field Sales
CUST0722,Central,Enterprise,2024-08-20,44,24091.26,133,Standard Pack,Retail
CUST0723,West,B2B,2024-05-22,44,14687.1,223,Bulk Pack,Distributor
CUST0724,West,B2B,2024-01-07,9,8997.86,359,Bulk Pack,Field Sales
CUST0725,Central,Enterprise,2024-07-28,35,41769.18,156,Bulk Pack,Field Sales
CUST0726,East,B2B,2024-12-08,39,24904.93,23,Economy Pack,Retail
CUST0727,South,B2C,2024-11-26,46,2141.3,35,Premium Pack,Retail
CUST0728,East,Enterprise,2024-11-17,27,612.78,44,Premium Pack,Retail
CUST0729,East,Enterprise,2024-10-07,41,16098.26,85,Trial Pack,Field Sales
CUST0730,North,Enterprise,2024-07-03,39,29335.86,181,Bulk Pack,Online
CUST0731,South,B2C,2024-05-11,45,14084.25,234,Bulk Pack,Distributor
CUST0732,South,Enterprise,2024-01-02,41,5982.11,364,Premium Pack,Online
CUST0733,Central,Enterprise,2024-02-28,32,5030.62,307,Standard Pack,Online
CUST0734,South,B2C,2024-07-01,35,9771.47,183,Bulk Pack,Retail
CUST0735,South,B2B,2024-09-15,46,1256.16,107,Bulk Pack,Online
CUST0736,South,B2C,2024-08-23,34,32966.49,130,Bulk Pack,Online
CUST0737,West,Enterprise,2024-09-25,23,51687.32,97,Premium Pack,Online
CUST0738,East,B2C,2024-10-22,23,4729.06,70,Bulk Pack,Distributor
CUST0739,North,Enterprise,2024-04-28,6,7082.86,247,Premium Pack,Retail
CUST0740,South,B2C,2024-01-17,23,24437.09,349,Premium Pack,Field Sales
CUST0741,East,B2C,2024-10-09,41,27535.06,83,Standard Pack,Online
CUST0742,West,B2C,2024-07-10,39,7988.65,174,Economy Pack,Field Sales
CUST0743,West,B2C,2024-10-22,39,35651.74,70,Premium Pack,Retail
CUST0744,West,Enterprise,2024-10-26,21,17887.69,66,Premium Pack,Retail
CUST0745,East,Enterprise,2024-11-04,43,18139.62,57,Trial Pack,Field Sales
CUST0746,North,B2C,2024-04-08,13,9426.34,267,Standard Pack,Online
CUST0747,North,B2B,2024-08-05,30,24825.07,148,Bulk Pack,Retail
CUST0748,North,B2C,2024-08-11,11,4199.67,142,Bulk Pack,Retail
CUST0749,West,B2C,2024-03-08,39,14274.34,298,Standard Pack,Field Sales
CUST0750,North,B2B,2024-03-28,16,6589.68,278,Bulk Pack,Distributor
CUST0751,Central,Enterprise,2024-06-23,17,2002.84,191,Trial Pack,Field Sales
CUST0752,West,B2B,2024-10-26,43,938.55,66,Standard Pack,Distributor
CUST0753,North,B2B,2024-10-31,33,727.4,61,Bulk Pack,Retail
CUST0754,East,B2B,2024-04-16,34,1241.82,259,Trial Pack,Field Sales
CUST0755,South,Enterprise,2024-02-26,16,721.95,309,Trial Pack,Field Sales
CUST0756,North,B2B,2024-05-26,15,9753.39,219,Premium Pack,Online
CUST0757,South,B2C,2024-09-07,6,31878.54,115,Premium Pack,Retail
CUST0758,North,B2C,2024-02-20,32,2453.43,315,Trial Pack,Retail
CUST0759,South,B2C,2024-08-24,35,7501.15,129,Premium Pack,Retail
CUST0760,North,B2B,2024-04-27,5,12166.32,248,Standard Pack,Online
CUST0761,South,Enterprise,2024-11-04,40,1229.2,57,Economy Pack,Field Sales
CUST0762,Central,B2C,2024-02-28,30,22971.69,307,Bulk Pack,Retail
CUST0763,South,Enterprise,2024-03-14,21,3117.63,292,Economy Pack,Online
CUST0764,East,B2B,2024-05-31,49,1818.14,214,Standard Pack,Distributor
CUST0765,South,B2B,2024-08-12,20,14287.3,141,Premium Pack,Online
CUST0766,West,B2C,2024-05-28,29,20057.11,217,Trial Pack,Online
CUST0767,South,B2B,2024-07-27,17,13721.03,157,Trial Pack,Online
CUST0768,South,B2B,2024-12-29,20,63771.32,2,Premium Pack,Distributor
CUST0769,West,B2C,2024-05-04,10,11015.13,241,Bulk Pack,Online
CUST0770,West,Enterprise,2024-11-03,44,38653.7,58,Trial Pack,Online
CUST0771,East,B2B,2024-10-13,21,11745.38,79,Bulk Pack,Field Sales
CUST0772,East,B2C,2024-05-15,36,27101.95,230,Standard Pack,Retail
CUST0773,East,B2B,2024-10-30,22,7975.03,62,Standard Pack,Retail
CUST0774,South,B2C,2024-08-08,13,15526.6,145,Trial Pack,Online
CUST0775,East,Enterprise,2024-12-13,49,8563.64,18,Economy Pack,Field Sales
CUST0776,Central,Enterprise,2024-10-31,19,79223.0,61,Economy Pack,Retail
CUST0777,East,B2B,2024-05-01,16,13632.49,244,Standard Pack,Distributor
CUST0778,Central,B2B,2024-07-08,30,3785.91,176,Economy Pack,Retail
CUST0779,East,B2C,2024-07-30,15,15631.99,154,Trial Pack,Distributor
CUST0780,East,Enterprise,2024-07-12,6,12733.45,172,Bulk Pack,Distributor
CUST0781,West,Enterprise,2024-08-07,46,3803.0,146,Standard Pack,Field Sales
CUST0782,West,B2C,2024-05-02,15,2389.23,243,Premium Pack,Distributor
CUST0783,West,B2B,2024-08-24,46,15339.78,129,Trial Pack,Online
CUST0784,South,B2C,2024-11-24,7,26147.95,37,Premium Pack,Field Sales
CUST0785,South,Enterprise,2024-08-04,10,15151.04,149,Premium Pack,Distributor
CUST0786,South,B2B,2024-02-23,14,44798.05,312,Premium Pack,Distributor
CUST0787,South,B2B,2024-03-25,24,40355.69,281,Bulk Pack,Online
CUST0788,East,B2C,2024-12-22,28,25227.17,9,Trial Pack,Field Sales
CUST0789,East,Enterprise,2024-08-27,3,44578.79,126,Economy Pack,Field Sales
CUST0790,West,B2B,2024-11-19,33,1757.21,42,Trial Pack,Distributor
CUST0791,East,B2B,2024-08-17,7,5112.29,136,Trial Pack,Online
CUST0792,North,B2B,2024-11-03,27,5413.52,58,Standard Pack,Field Sales
CUST0793,Central,Enterprise,2024-05-17,42,591.97,228,Trial Pack,Online
CUST0794,South,B2C,2024-12-27,30,92810.06,4,Economy Pack,Field Sales
CUST0795,West,B2C,2024-03-28,1,5046.08,278,Premium Pack,Retail
CUST0796,West,B2C,2024-07-03,22,6511.19,181,Trial Pack,Field Sales
CUST0797,East,B2C,2024-05-17,16,63386.58,228,Trial Pack,Distributor
CUST0798,West,B2C,2024-04-09,39,28043.64,266,Trial Pack,Retail
CUST0799,West,B2B,2024-03-28,32,2647.11,278,Trial Pack,Distributor
CUST0800,East,B2C,2024-06-22,13,6234.23,192,Bulk Pack,Retail
CUST0801,West,B2C,2024-10-31,36,959.52,61,Standard Pack,Retail
CUST0802,West,B2C,2024-02-03,40,33437.65,332,Economy Pack,Field Sales
CUST0803,Central,B2B,2024-12-01,4,643.06,30,Premium Pack,Retail
CUST0804,East,B2B,2024-05-07,28,7259.57,238,Standard Pack,Distributor
CUST0805,East,B2C,2024-06-07,27,21152.19,207,Trial Pack,Field Sales
CUST0806,Central,B2B,2024-11-29,32,22740.34,32,Standard Pack,Field Sales
CUST0807,East,Enterprise,2024-10-27,1,8802.32,65,Premium Pack,Online
CUST0808,North,B2C,2024-12-27,23,10257.5,4,Bulk Pack,Field Sales
CUST0809,North,Enterprise,2024-04-19,33,30325.67,256,Economy Pack,Distributor
CUST0810,West,Enterprise,2024-06-30,49,2464.58,184,Bulk Pack,Distributor
CUST0811,West,Enterprise,2024-04-06,30,27645.57,269,Trial Pack,Retail
CUST0812,Central,B2B,2024-02-14,18,4268.16,321,Trial Pack,Retail
CUST0813,East,B2C,2024-09-29,45,17346.24,93,Trial Pack,Field Sales
CUST0814,West,B2B,2024-12-25,19,73610.39,6,Standard Pack,Field Sales
CUST0815,North,Enterprise,2024-05-01,18,4722.94,244,Premium Pack,Field Sales
CUST0816,East,Enterprise,2024-01-17,49,2650.67,349,Economy Pack,Retail
CUST0817,West,B2C,2024-08-07,32,10403.84,146,Premium Pack,Retail
CUST0818,East,Enterprise,2024-04-04,20,8518.38,271,Bulk Pack,Field Sales
CUST0819,Central,B2C,2024-03-17,25,27209.41,289,Bulk Pack,Distributor
CUST0820,East,B2B,2024-04-28,6,25145.95,247,Bulk Pack,Retail
CUST0821,South,Enterprise,2024-12-12,39,20290.67,19,Trial Pack,Online
CUST0822,West,B2B,2024-09-30,36,4641.28,92,Premium Pack,Retail
CUST0823,South,B2B,2024-04-22,49,7092.0,253,Economy Pack,Distributor
CUST0824,Central,B2B,2024-12-11,23,1525.73,20,Bulk Pack,Online
CUST0825,Central,Enterprise,2024-09-20,12,15708.4,102,Premium Pack,Online
CUST0826,Central,B2B,2024-08-20,5,53034.09,133,Standard Pack,Retail
CUST0827,South,B2C,2024-06-08,27,12052.22,206,Trial Pack,Distributor
CUST0828,Central,B2C,2024-07-13,14,20363.2,171,Premium Pack,Field Sales
CUST0829,South,B2C,2024-12-11,29,2654.4,20,Premium Pack,Online
CUST0830,North,B2C,2024-04-26,14,44747.48,249,Economy Pack,Online
CUST0831,North,B2B,2024-05-13,8,35183.94,232,Standard Pack,Online
CUST0832,Central,Enterprise,2024-05-07,18,90421.76,238,Trial Pack,Distributor
CUST0833,Central,B2C,2024-03-27,23,31993.74,279,Premium Pack,Distributor
CUST0834,North,B2C,2024-12-18,28,15139.32,13,Economy Pack,Distributor
CUST0835,North,B2B,2024-06-05,34,4437.55,209,Bulk Pack,Online
CUST0836,Central,B2B,2024-09-16,20,3283.33,106,Trial Pack,Retail
CUST0837,Central,B2C,2024-04-26,8,28137.92,249,Premium Pack,Retail
CUST0838,South,B2C,2024-10-22,42,5032.68,70,Premium Pack,Distributor
CUST0839,North,B2B,2024-04-24,13,8398.26,251,Trial Pack,Field Sales
CUST0840,Central,B2B,2024-05-15,9,2345.41,230,Standard Pack,Field Sales
CUST0841,Central,B2C,2024-08-23,5,8129.17,130,Premium Pack,Online
CUST0842,East,B2C,2024-05-11,40,69592.22,234,Trial Pack,Online
CUST0843,South,B2C,2024-06-04,27,16400.15,210,Bulk Pack,Distributor
CUST0844,East,B2C,2024-05-17,9,6991.31,228,Economy Pack,Retail
CUST0845,South,Enterprise,2024-04-21,1,4175.78,254,Premium Pack,Retail
CUST0846,Central,B2C,2024-11-15,15,46695.3,46,Premium Pack,Distributor
CUST0847,North,B2C,2024-08-21,48,57454.96,132,Standard Pack,Distributor
CUST0848,West,B2C,2024-09-27,35,10816.44,95,Bulk Pack,Distributor
CUST0849,North,B2C,2024-10-24,34,13575.36,68,Economy Pack,Retail
CUST0850,West,B2B,2024-05-16,14,23847.12,229,Standard Pack,Distributor
CUST0851,North,B2C,2024-04-15,40,24481.53,260,Premium Pack,Online
CUST0852,South,Enterprise,2024-10-28,31,75618.43,64,Premium Pack,Online
CUST0853,West,B2B,2024-08-30,3,1754.14,123,Trial Pack,Online
CUST0854,East,B2B,2024-05-31,25,14904.08,214,Bulk Pack,Online
CUST0855,East,B2B,2024-10-14,24,3131.83,78,Bulk Pack,Distributor
CUST0856,West,B2C,2024-08-30,23,12233.68,123,Trial Pack,Distributor
CUST0857,Central,B2B,2024-04-23,14,17180.63,252,Premium Pack,Field Sales
CUST0858,West,B2B,2024-12-27,46,28838.81,4,Bulk Pack,Retail
CUST0859,West,Enterprise,2024-05-05,37,111241.02,240,Economy Pack,Field Sales
CUST0860,South,B2C,2024-11-25,6,13280.0,36,Standard Pack,Online
CUST0861,East,B2C,2024-05-24,23,23836.73,221,Trial Pack,Distributor
CUST0862,North,B2C,2024-04-08,16,20706.58,267,Economy Pack,Retail
CUST0863,East,B2C,2024-06-14,38,8901.78,200,Standard Pack,Distributor
CUST0864,South,B2B,2024-03-17,15,6135.44,289,Bulk Pack,Retail
CUST0865,South,Enterprise,2024-10-20,49,2463.0,72,Economy Pack,Distributor
CUST0866,North,B2C,2024-04-16,9,24672.07,259,Bulk Pack,Retail
CUST0867,West,Enterprise,2024-09-24,29,65266.27,98,Economy Pack,Distributor
CUST0868,West,Enterprise,2024-10-05,30,508.0,87,Economy Pack,Field Sales
CUST0869,South,B2C,2024-12-21,28,1584.3,10,Trial Pack,Distributor
CUST0870,East,B2C,2024-06-17,6,11206.68,197,Premium Pack,Field Sales
CUST0871,West,B2C,2024-11-15,5,87081.17,46,Economy Pack,Field Sales
CUST0872,North,B2C,2024-04-06,36,23034.73,269,Economy Pack,Retail
CUST0873,North,B2C,2024-09-04,7,10345.72,118,Bulk Pack,Distributor
CUST0874,Central,Enterprise,2024-04-16,11,1178.18,259,Economy Pack,Online
CUST0875,South,Enterprise,2024-02-15,43,47807.27,320,Premium Pack,Retail
CUST0876,North,Enterprise,2024-06-07,47,19570.32,207,Bulk Pack,Distributor
CUST0877,East,B2C,2024-11-01,38,3302.31,60,Premium Pack,Online
CUST0878,East,B2B,2024-03-12,5,13870.16,294,Economy Pack,Retail
CUST0879,Central,B2C,2024-04-22,27,89153.9,253,Economy Pack,Online
CUST0880,North,B2B,2024-05-27,17,19636.66,218,Standard Pack,Online
CUST0881,North,B2B,2024-09-26,24,51221.84,96,Bulk Pack,Online
CUST0882,West,Enterprise,2024-03-28,41,2301.31,278,Bulk Pack,Online
CUST0883,Central,B2B,2024-06-04,36,11547.76,210,Premium Pack,Retail
CUST0884,North,Enterprise,2024-09-10,27,40148.61,112,Bulk Pack,Retail
CUST0885,West,Enterprise,2024-06-26,44,10382.42,188,Trial Pack,Field Sales
CUST0886,East,B2C,2024-05-15,47,1171.74,230,Bulk Pack,Retail
CUST0887,South,B2C,2024-10-12,47,23023.79,80,Bulk Pack,Field Sales
CUST0888,South,B2C,2024-10-17,30,14659.82,75,Trial Pack,Online
CUST0889,West,B2B,2024-11-17,46,5460.16,44,Bulk Pack,Distributor
CUST0890,North,B2B,2024-04-03,27,23503.21,272,Economy Pack,Distributor
CUST0891,North,Enterprise,2024-03-17,39,15652.59,289,Premium Pack,Distributor
CUST0892,North,Enterprise,2024-03-22,23,627.97,284,Premium Pack,Distributor
CUST0893,Central,Enterprise,2024-08-05,47,4757.06,148,Trial Pack,Distributor
CUST0894,West,B2C,2024-07-25,11,14927.72,159,Bulk Pack,Field Sales
CUST0895,North,B2C,2024-02-25,31,11271.1,310,Standard Pack,Retail
CUST0896,South,Enterprise,2024-01-02,47,22497.85,364,Premium Pack,Online
CUST0897,East,Enterprise,2024-08-18,3,2283.57,135,Economy Pack,Retail
CUST0898,Central,B2C,2024-08-02,33,7500.89,151,Economy Pack,Field Sales
CUST0899,West,B2C,2024-05-11,11,5419.13,234,Premium Pack,Retail
CUST0900,Central,B2C,2024-12-11,16,51409.59,20,Bulk Pack,Online
CUST0901,Central,B2B,2024-10-28,40,40383.79,64,Economy Pack,Field Sales
CUST0902,North,B2B,2024-10-18,27,5855.56,74,Standard Pack,Retail
CUST0903,Central,Enterprise,2024-03-05,24,11130.76,301,Standard Pack,Online
CUST0904,North,B2B,2024-12-23,37,37295.83,8,Premium Pack,Online
CUST0905,North,Enterprise,2024-06-23,22,29163.45,191,Standard Pack,Online
CUST0906,West,Enterprise,2024-07-11,30,2330.91,173,Standard Pack,Retail
CUST0907,South,B2C,2024-10-18,4,1300.27,74,Premium Pack,Online
CUST0908,North,B2B,2024-08-14,7,5777.5,139,Standard Pack,Field Sales
CUST0909,East,B2C,2024-08-19,17,9706.32,134,Bulk Pack,Field Sales
CUST0910,East,Enterprise,2024-06-02,49,2795.31,212,Premium Pack,Distributor
CUST0911,West,B2C,2024-12-30,6,1577.19,1,Premium Pack,Retail
CUST0912,East,B2B,2024-03-26,31,24431.81,280,Economy Pack,Retail
CUST0913,Central,B2B,2024-02-08,46,19486.25,327,Standard Pack,Distributor
CUST0914,South,Enterprise,2024-04-03,5,20709.08,272,Economy Pack,Online
CUST0915,West,B2B,2024-06-27,28,19161.61,187,Premium Pack,Retail
CUST0916,Central,Enterprise,2024-03-29,29,1068.88,277,Premium Pack,Distributor
CUST0917,Central,B2B,2024-08-06,11,2089.58,147,Trial Pack,Field Sales
CUST0918,South,Enterprise,2024-12-14,47,9070.06,17,Premium Pack,Distributor
CUST0919,South,Enterprise,2024-06-11,38,14233.43,203,Trial Pack,Field Sales
CUST0920,Central,Enterprise,2024-08-27,30,6320.64,126,Premium Pack,Retail
CUST0921,West,B2B,2024-09-27,2,26953.87,95,Premium Pack,Online
CUST0922,South,B2B,2024-06-13,34,19753.3,201,Trial Pack,Distributor
CUST0923,East,B2B,2024-01-29,24,23898.99,337,Trial Pack,Online
CUST0924,South,Enterprise,2024-03-23,42,11135.5,283,Standard Pack,Retail
CUST0925,North,B2C,2024-02-07,36,7581.89,328,Standard Pack,Distributor
CUST0926,West,Enterprise,2024-12-25,22,14039.94,6,Premium Pack,Retail
CUST0927,West,B2C,2024-05-20,16,5253.04,225,Premium Pack,Field Sales
CUST0928,North,B2B,2024-08-05,36,41282.82,148,Economy Pack,Retail
CUST0929,North,Enterprise,2024-08-23,48,4328.61,130,Standard Pack,Distributor
CUST0930,West,B2B,2024-04-21,30,48817.03,254,Economy Pack,Distributor
CUST0931,West,B2C,2024-04-25,40,23672.25,250,Bulk Pack,Field Sales
CUST0932,East,B2C,2024-03-23,15,8466.9,283,Economy Pack,Distributor
CUST0933,South,Enterprise,2024-02-22,20,2571.55,313,Trial Pack,Distributor
CUST0934,West,B2B,2024-03-12,38,17976.79,294,Economy Pack,Online
CUST0935,East,B2C,2024-12-04,39,6459.94,27,Premium Pack,Retail
CUST0936,South,B2C,2024-06-12,1,17820.8,202,Bulk Pack,Distributor
CUST0937,East,Enterprise,2024-09-20,16,11533.57,102,Premium Pack,Retail
CUST0938,Central,B2B,2024-06-02,30,40237.54,212,Economy Pack,Online
CUST0939,Central,B2C,2024-05-28,24,23323.83,217,Standard Pack,Retail
CUST0940,Central,Enterprise,2024-09-23,17,56349.55,99,Standard Pack,Distributor
CUST0941,South,B2C,2024-10-28,18,22556.79,64,Bulk Pack,Field Sales
CUST0942,South,B2B,2024-11-07,8,22649.03,54,Bulk Pack,Online
CUST0943,North,B2C,2024-04-25,16,37707.94,250,Economy Pack,Online
CUST0944,West,Enterprise,2024-07-18,10,16972.75,166,Trial Pack,Online
CUST0945,Central,B2B,2024-04-17,14,39871.33,258,Trial Pack,Online
CUST0946,West,Enterprise,2024-02-19,32,31948.62,316,Premium Pack,Field Sales
CUST0947,Central,B2B,2024-05-03,41,97770.16,242,Economy Pack,Retail
CUST0948,West,Enterprise,2024-10-07,39,7954.38,85,Bulk Pack,Field Sales
CUST0949,East,B2C,2024-12-25,26,4193.65,6,Trial Pack,Retail
CUST0950,South,B2B,2024-10-21,7,22439.22,71,Standard Pack,Distributor
CUST0951,South,B2B,2024-08-11,12,10677.07,142,Premium Pack,Field Sales
CUST0952,West,B2C,2024-01-18,27,5491.03,348,Economy Pack,Retail
CUST0953,Central,B2B,2024-09-30,6,8746.79,92,Standard Pack,Field Sales
CUST0954,East,B2C,2024-06-08,31,900.44,206,Trial Pack,Field Sales
CUST0955,South,B2C,2024-06-16,43,9793.69,198,Economy Pack,Retail
CUST0956,West,B2C,2024-11-09,11,1159.47,52,Premium Pack,Field Sales
CUST0957,South,Enterprise,2024-10-20,30,38936.38,72,Trial Pack,Distributor
CUST0958,North,B2B,2024-12-29,8,13450.29,2,Bulk Pack,Field Sales
CUST0959,North,Enterprise,2024-05-20,24,22852.21,225,Premium Pack,Distributor
CUST0960,Central,B2C,2024-06-21,17,39664.54,193,Bulk Pack,Online
CUST0961,West,B2C,2024-09-11,14,1736.3,111,Standard Pack,Retail
CUST0962,West,B2C,2024-10-20,31,740.69,72,Bulk Pack,Online
CUST0963,South,B2C,2024-11-29,36,2499.56,32,Trial Pack,Retail
CUST0964,North,Enterprise,2024-05-03,27,12816.16,242,Premium Pack,Distributor
CUST0965,North,Enterprise,2024-11-25,30,8082.83,36,Bulk Pack,Field Sales
CUST0966,West,B2C,2024-01-03,24,42498.69,363,Standard Pack,Retail
CUST0967,West,B2B,2024-04-26,22,40209.1,249,Trial Pack,Retail
CUST0968,East,B2B,2024-08-28,19,48351.35,125,Premium Pack,Online
CUST0969,South,Enterprise,2024-04-18,30,15729.93,257,Trial Pack,Distributor
CUST0970,Central,Enterprise,2024-02-17,13,2585.26,318,Economy Pack,Distributor
CUST0971,South,Enterprise,2024-09-18,6,24301.43,104,Premium Pack,Field Sales
CUST0972,South,B2B,2024-07-01,22,798.28,183,Trial Pack,Field Sales
CUST0973,West,Enterprise,2024-02-09,11,88510.3,326,Premium Pack,Online
CUST0974,West,Enterprise,2024-12-01,34,8174.76,30,Bulk Pack,Distributor
CUST0975,Central,B2C,2024-11-03,34,7067.73,58,Bulk Pack,Field Sales
CUST0976,South,Enterprise,2024-06-14,37,21417.81,200,Standard Pack,Online
CUST0977,South,B2B,2024-10-05,31,15045.27,87,Trial Pack,Retail
CUST0978,North,B2C,2024-08-13,13,21560.31,140,Trial Pack,Field Sales
CUST0979,North,B2C,2024-05-25,13,15437.36,220,Bulk Pack,Online
CUST0980,Central,Enterprise,2024-02-02,26,4550.27,333,Standard Pack,Retail
CUST0981,East,B2C,2024-02-09,6,16559.64,326,Bulk Pack,Field Sales
CUST0982,Central,B2C,2024-12-28,6,17494.95,3,Standard Pack,Distributor
CUST0983,East,Enterprise,2024-12-07,22,56726.3,24,Premium Pack,Field Sales
CUST0984,East,B2C,2024-10-20,24,33362.23,72,Bulk Pack,Distributor
CUST0985,North,B2C,2024-12-11,20,6004.22,20,Economy Pack,Field Sales
CUST0986,West,B2B,2024-01-29,33,56589.87,337,Bulk Pack,Online
CUST0987,North,B2B,2024-08-12,6,5348.35,141,Premium Pack,Retail
CUST0988,South,B2C,2024-03-20,32,40636.86,286,Bulk Pack,Online
CUST0989,East,B2B,2024-06-30,26,29175.82,184,Premium Pack,Distributor
CUST0990,Central,Enterprise,2024-10-04,6,22986.75,88,Standard Pack,Online
CUST0991,North,B2C,2024-06-10,22,9483.38,204,Standard Pack,Field Sales
CUST0992,West,B2B,2024-07-12,20,13471.11,172,Standard Pack,Distributor
CUST0993,East,B2C,2024-04-28,44,25697.5,247,Trial Pack,Field Sales
CUST0994,West,Enterprise,2024-10-16,14,22806.45,76,Premium Pack,Online
CUST0995,Central,Enterprise,2024-06-22,1,22776.87,192,Trial Pack,Retail
CUST0996,West,B2B,2024-06-22,15,20753.07,192,Economy Pack,Field Sales
CUST0997,North,B2C,2024-11-22,5,35611.59,39,Bulk Pack,Distributor
CUST0998,West,Enterprise,2024-08-21,13,56887.47,132,Standard Pack,Field Sales
CUST0999,East,B2C,2024-08-18,45,3752.15,135,Trial Pack,Distributor
CUST1000,West,B2B,2024-01-26,29,114225.4,340,Trial Pack,Retail
